ANALYST,DATE,BROKER,RATING,RECOMMENDATION,TARGET_PRICE,BBTICKER,GICS_SECTOR_NAME,GICS_INDUSTRY_GROUP_NAME
Anddiner,1/23/2020,Baays,5,overweight,315,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
WimGille,1/23/2020,AB.V.,3,hold,210,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
Nigutten,1/22/2020,Ke Co,5,buy,255,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
WesTwigg,1/22/2020,Keets,3,sector weight,-2.42E-14,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
Mar Jost,1/22/2020,InmbH,1,sell,236,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
Tamy Qiu,1/22/2020,Beerg,5,buy,320,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
Marelink,1/22/2020,INank,5,buy,300,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
Ralmczak,12/20/2019,Laerg,3,hold,270,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
Pierragu,10/25/2019,Nerch,3,neutral,230,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
Jossteeg,10/16/2019,In NV,5,buy,275,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
Kin Chan,4/17/2019,Suoup,5,buy,-2.42E-14,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
Romvarez,3/15/2019,Wited,5,buy,-2.42E-14,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
HanEngel,11/15/2018,Eroup,3,hold,-2.42E-14,ASML NA Equity,Information Technology,Semiconductors & Semiconductor
Jeae Fur,3/6/2020,Br Co,5,buy,99,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Keyarekh,3/5/2020,Gochs,3,neutral,104,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Geoorges,3/5/2020,SVink,3,market perform,105,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Casy Lea,3/5/2020,ISEVA,1,underweight,-2.42E-14,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Jul Mead,3/4/2020,HSSBC,3,hold,89,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Damnover,3/4/2020,MoInc,5,buy,103,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Emmdakis,3/3/2020,Baays,1,underweight,85,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Wimpadia,3/2/2020,Beein,5,outperform,108,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Martures,3/2/2020,OdBHF,5,buy,105,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Seaandez,3/2/2020,Guies,5,buy,107,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Valtaldy,3/2/2020,DaDay,5,buy,111.4,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Risochar,2/27/2020,Alope,4,add,105,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Alipbell,2/25/2020,Lirum,3,hold,101,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Lauliffe,2/24/2020,UBUBS,5,buy,104,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Ricosser,2/24/2020,J.gan,5,overweight,103,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Petrdult,2/24/2020,Ciiti,5,buy,105,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Micacock,2/24/2020,Ma AG,5,buy,110,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Petlford,2/17/2020,Jeies,5,buy,110,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Timchner,2/17/2020,Laerg,5,buy,100,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Marrcell,2/14/2020,Moley,5,Overwt/In-Line,105,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Tobchalt,2/12/2020,InmbH,3,hold,102,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Ricarkes,2/11/2020,Deank,5,buy,99,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
DavEvans,2/10/2020,Keeux,5,buy,99,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Timerson,2/10/2020,Worch,3,peerperform,96,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Flopedes,2/7/2020,Soale,5,buy,114,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Johalton,2/7/2020,Crsse,5,outperform,105,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
ElmKraus,2/7/2020,DZ AG,3,hold,96,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Louarson,1/10/2020,Reted,3,neutral,-2.42E-14,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Luiector,12/11/2019,Exbas,5,outperform,97,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Joh Eade,11/13/2019,Arorp,5,buy,47.28,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Narouhan,11/1/2019,Inlth,3,hold,80,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Osciguez,10/4/2019,Baell,5,buy,94,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
Tarndran,6/13/2017,Shers,NA,not rated,-2.42E-14,SAN FP Equity,Health Care,"Pharmaceuticals, Biotechnology"
LucSolca,3/8/2020,Beein,5,outperform,455,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Guiville,3/6/2020,Crsse,5,outperform,435,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Jelolova,3/6/2020,MoInc,1,sell,278,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Marheron,3/5/2020,Ma AG,3,hold,445,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
JieZhang,3/5/2020,Alope,4,add,419,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Pirhania,3/3/2020,RBets,5,outperform,435,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Oli Chen,3/2/2020,Cowen,5,outperform,470,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Valtaldy,3/2/2020,DaDay,5,buy,492.75,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Zuz Pusz,2/27/2020,UBUBS,5,buy,435,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
EdoAubin,2/26/2020,Moley,5,Overwt/In-Line,475,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Fratonio,2/25/2020,Deank,3,hold,390,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Loiorvan,2/24/2020,Br Co,5,buy,435,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
AntBelge,2/23/2020,HSSBC,5,buy,510,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Louhurst,2/21/2020,Gochs,5,buy,444,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Rey Wium,2/21/2020,SBies,3,hold,434,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Melrippo,2/18/2020,Exbas,5,outperform,480,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Aurutier,2/13/2020,Keeux,5,buy,445,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Antpagna,2/8/2020,ISEVA,1,underweight,-2.42E-14,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Paorboni,2/3/2020,EqSpA,5,buy,445,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Jeaanjou,1/31/2020,OdBHF,5,buy,471,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Flaereda,1/30/2020,Jeies,3,hold,400,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Thi Cota,1/29/2020,Soale,5,buy,470,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Chitelli,1/29/2020,MeSpA,5,outperform,430,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Meluquet,1/29/2020,J.gan,NA,Rating Suspended,-2.42E-14,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Thofmann,1/29/2020,Laerg,3,hold,450,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Larbrink,1/29/2020,InmbH,5,buy,480,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Dav Maia,1/29/2020,CIons,3,neutral,400,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Mic Pohn,1/29/2020,DZ AG,3,hold,408,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
ChrGuyot,1/29/2020,In SA,3,neutral,395,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Oma Saad,1/28/2020,EvISI,5,outperform,550,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Danelsey,1/28/2020,Teoup,3,market perform,450,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Anga Lee,1/22/2020,Chnce,3,hold,400,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Chae Yap,12/17/2019,Reted,3,neutral,-2.42E-14,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Thoauvet,10/28/2019,Ciiti,NA,withheld,-2.42E-14,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Araneiro,10/4/2019,Baell,1,sell,390,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Stengnau,6/18/2019,Eroup,5,buy,-2.42E-14,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
Triville,3/19/2019,Wited,5,buy,-2.42E-14,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
AtiVawda,2/20/2019,AvLtd,5,outperform,346,MC FP Equity,Consumer Discretionary,Consumer Durables & Apparel
OswClint,3/9/2020,Beein,3,market perform,36,FP FP Equity,Energy,Energy
Kevin Vo,3/5/2020,Alope,5,buy,47.8,FP FP Equity,Energy,Energy
Mar Rats,3/4/2020,Moley,3,Equalwt/In-Line,47,FP FP Equity,Energy,Energy
ChrMalek,3/3/2020,J.gan,5,overweight,52,FP FP Equity,Energy,Energy
DavMeats,2/28/2020,MoInc,5,buy,65,FP FP Equity,Energy,Energy
Thodolff,2/26/2020,Crsse,5,outperform,61,FP FP Equity,Energy,Energy
JonRigby,2/26/2020,UBUBS,5,buy,54,FP FP Equity,Energy,Energy
Lydforth,2/26/2020,Baays,5,overweight,59,FP FP Equity,Energy,Energy
Valtaldy,2/24/2020,DaDay,3,hold,-2.42E-14,FP FP Equity,Energy,Energy
Hen Tarr,2/21/2020,Beerg,5,buy,60,FP FP Equity,Energy,Energy
Achtmann,2/14/2020,Laerg,5,buy,52,FP FP Equity,Energy,Energy
Kimstier,2/12/2020,HSSBC,5,buy,56,FP FP Equity,Energy,Energy
Lucrmann,2/12/2020,Exbas,5,outperform,58,FP FP Equity,Energy,Energy
Jeadjian,2/11/2020,Ma AG,5,buy,61,FP FP Equity,Energy,Energy
Antpagna,2/11/2020,ISEVA,5,buy,-2.42E-14,FP FP Equity,Energy,Energy
Birtaria,2/10/2020,RBets,5,outperform,53,FP FP Equity,Energy,Energy
Jasammel,2/10/2020,Jeies,5,buy,57,FP FP Equity,Energy,Energy
AhmSalem,2/10/2020,OdBHF,5,buy,58,FP FP Equity,Energy,Energy
BerHodee,2/10/2020,Keeux,5,buy,56,FP FP Equity,Energy,Energy
Ala Syme,2/7/2020,Ciiti,3,neutral,53,FP FP Equity,Energy,Energy
Svemeier,2/7/2020,InmbH,3,hold,52,FP FP Equity,Energy,Energy
Jeaomain,2/7/2020,CIons,5,buy,60,FP FP Equity,Energy,Energy
Ireimona,2/6/2020,Soale,5,buy,60,FP FP Equity,Energy,Energy
Wernmann,2/6/2020,DZ AG,5,buy,56,FP FP Equity,Energy,Energy
Alv Pozo,1/24/2020,Baell,5,buy,57,FP FP Equity,Energy,Energy
MicVigna,1/6/2020,Gochs,5,buy,69,FP FP Equity,Energy,Energy
Jasenney,9/11/2019,Grder,3,hold,54,FP FP Equity,Energy,Energy
Petr Low,9/5/2019,Reted,3,neutral,-2.42E-14,FP FP Equity,Energy,Energy
Thielder,7/15/2019,AB.V.,5,buy,61,FP FP Equity,Energy,Energy
Jaselman,4/18/2019,Cowen,5,outperform,51,FP FP Equity,Energy,Energy
HanEngel,4/12/2019,Eroup,3,hold,-2.42E-14,FP FP Equity,Energy,Energy
Blaandez,4/3/2019,Pi Co,5,overweight,57,FP FP Equity,Energy,Energy
Inghmidt,4/28/2016,Hasse,3,neutral,-2.42E-14,FP FP Equity,Energy,Energy
OswClint,3/9/2020,Beein,5,outperform,470,BP/ LN Equity,Energy,Energy
Kevin Vo,3/5/2020,Alope,5,buy,514,BP/ LN Equity,Energy,Energy
Mar Rats,3/4/2020,Moley,5,Overwt/In-Line,520,BP/ LN Equity,Energy,Energy
Thodolff,3/3/2020,Crsse,3,neutral,570,BP/ LN Equity,Energy,Energy
DavMeats,2/28/2020,MoInc,5,buy,670,BP/ LN Equity,Energy,Energy
JonRigby,2/27/2020,UBUBS,5,buy,570,BP/ LN Equity,Energy,Energy
Lydforth,2/27/2020,Baays,5,overweight,650,BP/ LN Equity,Energy,Energy
Valtaldy,2/24/2020,DaDay,3,hold,-2.42E-14,BP/ LN Equity,Energy,Energy
Hen Tarr,2/21/2020,Beerg,3,hold,560,BP/ LN Equity,Energy,Energy
BerHodee,2/19/2020,Keeux,5,buy,620,BP/ LN Equity,Energy,Energy
Lucrmann,2/18/2020,Exbas,5,outperform,600,BP/ LN Equity,Energy,Energy
AhmSalem,2/14/2020,OdBHF,3,neutral,560,BP/ LN Equity,Energy,Energy
Ireimona,2/13/2020,Soale,5,buy,525,BP/ LN Equity,Energy,Energy
Birtaria,2/13/2020,RBets,5,outperform,550,BP/ LN Equity,Energy,Energy
ChrMalek,2/13/2020,J.gan,5,overweight,600,BP/ LN Equity,Energy,Energy
Gor Gray,2/13/2020,HSSBC,5,buy,595,BP/ LN Equity,Energy,Energy
ColSmith,2/13/2020,Pated,3,hold,570,BP/ LN Equity,Energy,Energy
Jeadjian,2/13/2020,Ma AG,5,buy,590,BP/ LN Equity,Energy,Energy
Jasammel,2/12/2020,Jeies,5,buy,590,BP/ LN Equity,Energy,Energy
Ala Syme,2/12/2020,Ciiti,5,buy,640,BP/ LN Equity,Energy,Energy
Achtmann,2/6/2020,Laerg,5,buy,540,BP/ LN Equity,Energy,Energy
Svemeier,2/5/2020,InmbH,5,buy,550,BP/ LN Equity,Energy,Energy
MicVigna,2/4/2020,Gochs,5,buy,720,BP/ LN Equity,Energy,Energy
Wernmann,2/4/2020,DZ AG,5,buy,560,BP/ LN Equity,Energy,Energy
Petr Low,2/4/2020,Reted,3,neutral,-2.42E-14,BP/ LN Equity,Energy,Energy
Willesky,10/31/2019,Arorp,3,hold,-2.42E-14,BP/ LN Equity,Energy,Energy
Antpagna,10/4/2019,ISEVA,1,underweight,-2.42E-14,BP/ LN Equity,Energy,Energy
Jasenney,9/11/2019,Grder,5,buy,650,BP/ LN Equity,Energy,Energy
Blaandez,2/5/2019,Pi Co,5,overweight,450,BP/ LN Equity,Energy,Energy
HanEngel,6/19/2018,Eroup,3,hold,-2.42E-14,BP/ LN Equity,Energy,Energy
Henstsen,3/6/2020,Jyank,5,buy,470,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Eriigaud,3/6/2020,Br Co,3,neutral,380,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Emmdakis,3/6/2020,Baays,5,overweight,500,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
SurGupta,3/5/2020,Alope,2,reduce,434,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Damnover,3/4/2020,MoInc,1,sell,366,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Run Dahl,3/3/2020,DNets,5,buy,500,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Caradsen,3/2/2020,SEies,5,buy,450,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Seaandez,3/2/2020,Guies,3,neutral,-2.42E-14,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Jannholt,3/1/2020,ABier,5,buy,454,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
GraDoyle,3/1/2020,Lirum,3,hold,393,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
JesIlsoe,2/28/2020,Cagie,5,buy,470,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Wimpadia,2/24/2020,Beein,5,outperform,450,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Micensen,2/24/2020,Nyank,3,hold,475,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Marrcell,2/17/2020,Moley,3,Equalwt/In-Line,425,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Micchten,2/17/2020,UBUBS,3,neutral,425,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Casy Lea,2/14/2020,ISEVA,5,overweight,-2.42E-14,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Ricarkes,2/11/2020,Deank,3,hold,380,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
TruHuynh,2/11/2020,Crsse,5,outperform,460,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Flopedes,2/6/2020,Soale,1,sell,330,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Ricosser,2/6/2020,J.gan,5,overweight,460,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Petlford,2/6/2020,Jeies,1,underperform,320,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Tobchalt,2/6/2020,InmbH,3,hold,458,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
MicNovod,2/6/2020,Nodea,5,buy,472,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Petested,2/6/2020,Haken,5,buy,480,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Johnerus,2/6/2020,Paies,5,buy,460,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Narouhan,2/6/2020,Inlth,5,buy,500,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Keyarekh,2/5/2020,Gochs,5,buy,475,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Petrdult,2/5/2020,Ciiti,5,buy,465,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Martures,2/5/2020,OdBHF,3,neutral,366,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
ElmKraus,2/5/2020,DZ AG,1,sell,335,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Marrkhoi,2/5/2020,Daank,5,buy,490,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
DavEvans,2/4/2020,Keeux,3,hold,290,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
SimBaker,1/10/2020,Reted,3,neutral,-2.42E-14,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
SteGarry,11/27/2019,HSSBC,2,reduce,223,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Kerlford,11/21/2019,Exbas,5,outperform,380,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Dandorff,4/5/2019,Coank,3,hold,290,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Tarndran,6/13/2017,Shers,NA,not rated,-2.42E-14,NOVOB DC Equity,Health Care,"Pharmaceuticals, Biotechnology"
Jeae Fur,3/6/2020,Br Co,3,neutral,1773,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Emmdakis,3/5/2020,Baays,1,underweight,1550,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Risochar,3/5/2020,Alope,4,add,1936,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Damnover,3/4/2020,MoInc,3,hold,1795,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Marrcell,3/3/2020,Moley,1,Underwt/In-Line,1725,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Valtaldy,3/2/2020,DaDay,5,buy,1976,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Alipbell,3/1/2020,Lirum,3,hold,1840,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Johalton,2/28/2020,Crsse,3,neutral,1860,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Jamordon,2/20/2020,J.gan,3,neutral,1750,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Seaandez,2/13/2020,Guies,3,neutral,-2.42E-14,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
JusSmith,2/12/2020,Soale,5,buy,2240,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
SteGarry,2/12/2020,HSSBC,5,buy,2050,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Geoorges,2/12/2020,SVink,5,outperform,2000,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Tarndran,2/12/2020,Shers,1,sell,1537,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Lauliffe,2/11/2020,UBUBS,5,buy,1900,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Tobchalt,2/11/2020,InmbH,3,hold,1830,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Ricarkes,2/10/2020,Deank,3,hold,1600,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Martures,2/6/2020,OdBHF,3,neutral,1830,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
ElmKraus,2/6/2020,DZ AG,5,buy,2000,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Casy Lea,2/6/2020,ISEVA,5,buy,-2.42E-14,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Petlford,2/5/2020,Jeies,5,buy,2000,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
And Baum,2/5/2020,Ciiti,3,neutral,1840,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Timerson,2/5/2020,Worch,3,peerperform,1720,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Louarson,1/29/2020,Reted,5,buy,-2.42E-14,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Timchner,11/13/2019,Laerg,5,buy,1900,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Joh Eade,11/11/2019,Arorp,5,buy,3888.63,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Kerlford,11/5/2019,Exbas,3,neutral,1730,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Narouhan,10/16/2019,Inlth,3,hold,1650,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
DavEvans,10/14/2019,Keeux,3,hold,1600,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
BriWhite,10/11/2019,Caald,5,buy,2000,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Stengnau,6/18/2019,Eroup,3,hold,-2.42E-14,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Keyarekh,3/29/2019,Gochs,5,buy,1900,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Anditney,2/4/2019,Intec,NA,suspended coverage,-2.42E-14,GSK LN Equity,Health Care,"Pharmaceuticals, Biotechnology"
Owennett,3/5/2020,Jeies,5,buy,4600,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Calliott,3/5/2020,Beein,5,outperform,3900,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Larbrink,3/5/2020,InmbH,3,hold,3500,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Gau Jain,3/5/2020,Baays,5,overweight,4200,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Laurisot,3/5/2020,Alope,4,add,3724,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Robensky,3/4/2020,DZ AG,1,sell,2600,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
DavHayes,3/3/2020,Soale,5,buy,4100,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Celnnuti,3/3/2020,J.gan,5,overweight,4250,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Viv Azer,3/3/2020,Cowen,3,market perform,3200,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Phiorham,3/3/2020,MoInc,5,buy,4500,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Sanarsan,3/2/2020,Moley,3,Equalwt/In-Line,3460,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
AliForry,3/2/2020,Intec,5,buy,4000,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
JamJones,3/2/2020,RBets,3,sector perform,3000,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Alaskine,3/2/2020,Crsse,5,outperform,4200,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Valtaldy,3/2/2020,DaDay,3,hold,-2.42E-14,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
Geragher,2/28/2020,Deank,5,buy,4000,BATS LN Equity,Consumer Staples,"Food, Beverage & Tobacco"
